HOMD.org Taxon Data::Site/Status Filter applied Date: 2022-08-12
HMT_ID	Domain	Phylum	Class	Order	Family	Genus	Species	Status	Body_site	Warning	Type_strain	16S_rRNA	Clone_count	Clone_%	Clone_rank	Synonyms	NCBI_taxon_id	NCBI_pubmed_count	NCBI_nucleotide_count	NCBI_protein_count	Genome_ID	General_info	Cultivability	Phenotypic_characteristics	Prevalence	Disease	References
349	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	Saccharibacteria_(TM7)_[O-1]	Saccharibacteria_(TM7)_[F-1]	Saccharibacteria_(TM7)_[G-1]	bacterium_HMT_349	Phylotype	Oral	0		AY005448				Oral Clone BS003	713051	0	0	0	SEQF3678						
350	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	Saccharibacteria_(TM7)_[O-1]	Saccharibacteria_(TM7)_[F-1]	Saccharibacteria_(TM7)_[G-2]	bacterium_HMT_350	Phylotype	Oral	0		AF385568				Oral Clone BU080	713052	0	0	0							
351	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	Saccharibacteria_(TM7)_[O-1]	Saccharibacteria_(TM7)_[F-1]	Saccharibacteria_(TM7)_[G-3]	bacterium_HMT_351	Phylotype	Oral	0		AF385506				Oral Clone CW040	713053	0	0	0							
352	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	Saccharibacteria_(TM7)_[O-1]	Saccharibacteria_(TM7)_[F-1]	Saccharibacteria_(TM7)_[G-1]	bacterium_HMT_352	Phylotype	Oral	0		AF385520				Oral Clone DR034	713054	0	0	0							
353	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	Saccharibacteria_(TM7)_[O-1]	Saccharibacteria_(TM7)_[F-1]	Saccharibacteria_(TM7)_[G-1]	bacterium_HMT_353	Unnamed	Oral	0							0	0	0	0							
354	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Dermabacter	hominis	Named	Unassigned	0							36740	0	0	0	SEQF2887 | SEQF3077						
355	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	Saccharibacteria_(TM7)_[O-1]	Saccharibacteria_(TM7)_[F-1]	Saccharibacteria_(TM7)_[G-4]	bacterium_HMT_355	Phylotype	Oral	0		AF125205				Oral Clone F061	713056	0	0	0							
356	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	Saccharibacteria_(TM7)_[O-1]	Saccharibacteria_(TM7)_[F-2]	Saccharibacteria_(TM7)_[G-5]	bacterium_HMT_356	Phylotype	Oral	0		AF125206				Oral Clone I025	713057	0	0	0							
357	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Pyramidobacter	piscolens	Named	Oral	0	W5455	AY005444 | AY278615 | EU309492				Oral Clone BA121 | Oral Clone C2ALM009 | Oral Strain W5455	638849	3	313	5512	SEQF1611	Belongs to the cultivable cluster of the phylum 'Synergistetes' and related to Jonquetella anthropi [1].	After 7-day incubation on Fastidious Anaerobe Agar plates (incorporating 5 % horse blood) strains of this species form circular entire high convex colonies around 1 mm in diameter.	Gram-negative obligately anaerobic cocco-bacilli to short bacilli. Strains are asaccharolytic and generally biochemically unreactive although hydrogen sulphide is produced. Acetic and isovaleric acids and minor to trace amounts of propionic isobutyric succinic and phenyl-acetic acids are produced as end products of fermentation. The G + C content of the DNA of the type strain is 59 mol %.	Found in the human mouth and vagina.	Has been isolated from dvanced dental caries acute dentoalveolar infections and subgingival plaque in periodontitis.	
358	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Fretibacterium	sp._HMT_358	Phylotype	Oral	0		AY005445				Oral Clone BB062	1434006	0	0	0							
359	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Fretibacterium	sp._HMT_359	Phylotype	Oral	0		AY005447				Oral Clone BH007	1434006	0	0	0							
360	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Fretibacterium	sp._HMT_360	Phylotype	Oral	0		AF125199				Oral Clone BH017	1434006	0	0	0							
361	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Fretibacterium	sp._HMT_361	Phylotype	Oral	0		AF125201 | AF481214 | AY349372				Oral Clone D006 | Oral Clone JV023 | Oral Clone MCE7_5	1434006	0	0	0							
362	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Fretibacterium	sp._HMT_362	Phylotype	Oral	0		AF125200				Oral Clone D084	1431700	0	0	0							
363	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Fretibacterium	fastidiosum	Named	Oral	0	DSM 25557 | JCM 16858 | SGP1	AF125202 | AF125203 | AF481215				Oral Clone MCE2_120 | Oral Clone W028 | Oral Clone W090 | Strain SGP1	651822	4	4	4296	SEQF1674						
364	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	Saccharibacteria_(TM7)_[O-1]	Saccharibacteria_(TM7)_[F-1]	Saccharibacteria_(TM7)_[G-3]	bacterium_HMT_364	Phylotype	Oral	0							0	0	0	0							
365	Bacteria	Bacteroidetes	Bacteroidetes_[C-1]	Bacteroidetes_[O-1]	Bacteroidetes_[F-1]	Bacteroidetes_[G-3]	bacterium_HMT_365	Phylotype	Oral	0		AF481206 | DQ003626				Bacteroidales genomosp. P8 | Oral Clone MB4_G15 | Oral Clone MCE7_164	200643	0	0	0							
366	Bacteria	Firmicutes	Clostridia	Eubacteriales	Ruminococcaceae	Ruminococcaceae_[G-3]	bacterium_HMT_366	Phylotype	Unassigned	0		AF481208				Oral Clone MCE3_9	541000	0	0	0							
367	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	Saccharibacteria_(TM7)_[O-1]	Saccharibacteria_(TM7)_[F-1]	Saccharibacteria_(TM7)_[G-3]	bacterium_HMT_367	Phylotype	Oral	0							0	0	0	0							
368	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Dietziaceae	Dietzia	cinnamea	Named	Unassigned	0	CCUG 50875	AF481211				Oral Strain KCL-W5195	321318	0	9	0	SEQF2890 | SEQF3071						
369	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptostreptococcaceae_[G-4]	bacterium_HMT_369	Phylotype	Oral	0		AF481212				Oral Clone MCE10_174	186804	0	0	0							
370	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	sp._HMT_370	Unnamed	Oral	0		AF481217				Oral Strain KCL-W5205	712288	0	587	4497	SEQF1879						
371	Bacteria	Saccharibacteria_(TM7)	Saccharibacteria_(TM7)_[C-1]	Saccharibacteria_(TM7)_[O-1]	Saccharibacteria_(TM7)_[F-1]	Saccharibacteria_(TM7)_[G-3]	bacterium_HMT_371	Phylotype	Oral	0							0	0	0	0							
373	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Stomatobaculum	sp._HMT_373	Phylotype	Oral	0		AF481221				Oral Clone MCE9_173	1213720	0	0	0							
374	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Promicromonosporaceae	Cellulosimicrobium	cellulans	Named		0							0	0	0	0	SEQF3705						
375	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	sp._HMT_375	Unnamed	Unassigned	0		AF481225				Oral Strain KCL-E3_32 | Oral Strain KCL-W3886	712430	0	13	4228	SEQF1855						
376	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	sp._HMT_376	Unnamed	Oral	0		AF481226				Oral Strain KCL-E7_34 | Oral Strain KCL-W4029	712466	0	18	0	SEQF3055						
377	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptostreptococcaceae_[G-7]	[Eubacterium]_yurii	Named	Oral	0		L34629				Eubacterium yurii subsp. margaratiae | Eubacterium yurii subsp. yurii	186804	0	0	0	SEQF1912	Reference sequences for [Eubacterium] yurii subsps. yurii and margaratiae are >>99% identical by 16S rRNA and so given only one HOT-#.					
378	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	micans	Named	Oral	0		AF481228				Prevotella sp. E7_56	189723	2	484	4513	SEQF1863 | SEQF2509 | SEQF2682						
380	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp._HMT_380	Unnamed	Oral	0		AF538853				Oral Strain KCL-E7_56 | Oral Strain KCL-W5098	712217	0	360	4454	SEQF1950						
381	Bacteria	Firmicutes	Clostridia	Eubacteriales	Ruminococcaceae	Ruminococcaceae_[G-3]	bacterium_HMT_381	Phylotype	Unassigned	0		AF538854				Oral Cone P4PB_122	541000	0	0	0							
382	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptostreptococcaceae_[G-8]	bacterium_HMT_382	Phylotype	Unassigned	0		AF538855				Oral Clone P2PC_29	581174	0	0	0							
383	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptostreptococcaceae_[G-1]	bacterium_HMT_383	Phylotype	Unassigned	0		AF538856				Oral Clone P2PB_46	186804	0	0	0							
386	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	sp._HMT_386	Unnamed	Unassigned	0		AF538859				Oral Clone P4PA_156 | Oral Strain THI-F0131	652713	0	100	2796	SEQF1472	Peptoniphilus sp. Oral taxon 386 strain F0131 has been isolated from a human subject by the Moore&#039;s Laboratory in August 1978. The subject was a 54 year old American black female. The bacteria was isolated from the subgingival oral biofilm at a site with a moderate periodontitis. The bacteria was grown in anaerobic conditions. The partial 16S ribosomal RNA gene was deposited to GenBank under the reference FJ577254. The strain is available at www.bei.org under the reference HM-6. This strain is part of the reference strains for the oral section of the Human Microbiome Project.					
388	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp._HMT_388	Phylotype	Unassigned	0		AF538861				Oral Clone P4PA_36	712536	0	3	0							
389	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia	defectiva	Named	Oral	0	ATCC 49176	AY207063				Streptococcus defectivus	46125	74	308	3903	SEQF1595	<EM>Abiotrophia defectiva </EM>was originally named <EM>Streptococcus defectivus </EM>[6].  Fastidious streptococci that grew as satellite colonies around other microorganisms or in complex media enriched with cysteine were originally described as nutritionally variant streptococci (NVS) by Frenkel and Hirsch [7].  Kawamura et al. recognized that <EM>S. defectivus </EM>and other NVS were not members of the genus <EM>Streptococcus </EM> and created the genus <EM>Abiotrophia</EM> [1]	Requires 10 mg/l pyrixoxal hydrochloride or 100 mg/l L-cysteine for growth [1]	Gram-positive cocci.  Nonmotile nonsporulating catalase negative and oxidase negative.  Facultatively anaerobic with complex growth requirements.  Grows as satellite colonies adjacent to <EM>Staphylococcus epidermidis </EM>[1].	<EM>Abiotrophia defectiva</EM> is a common member of the human oral cavity pharynx intestine and urogenital tracts.  In a study examining the normal microflora of the oral cavity it was recovered from buccal hard palate tooth surface and subgingival sites [3].	In a study of microbial risk indicators of early childhood caries <EM>Abiotrophia defectiva</EM> was significantly more abundant in caries free vs caries active subjects [4].  The organism has also been associated with bacterial endocarditis [25]	
392	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp._HMT_392	Phylotype	Oral	0		AY207053				Oral Clone P2PB_51	712364	0	5	0							
393	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	sp._HMT_393	Unnamed	Oral	0		AY207059				Oral Strain KCL-P4P_31 | Oral Strain KCL-W5159	713008	0	21	3178	SEQF1857						
396	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	sp._HMT_396	Phylotype	Oral	0		AY207050				Oral Clone P4PB_83	712467	0	1	0							
398	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	oralis	Named	Oral	0	DSM 27088	AY005045 | AY207051				Oral Clone P2PA_41 | Streptococcus dentisani	1458253	1	146	3867	SEQF1999 | SEQF2767	2017-05-04 (TC) This species was renamed from Streptococcus dentisani to Streptococcus oralis subsp. dentisani based on the published proposal by Jensen et. al. (2016). <a href='http://ijs.microbiologyresearch.org.ezp-prod1.hul.harvard.edu/content/journal/ijsem/10.1099/ijsem.0.001433'>http://ijs.microbiologyresearch.org.ezp-prod1.hul.harvard.edu/content/journal/ijsem/10.1099/ijsem.0.001433</a>					
402	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiales_[F-1]	Clostridiales_[F-1][G-2]	bacterium_HMT_402	Phylotype	Unassigned	0		AY207065				Oral Clone P4PA_66	186802	0	0	0							
406	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	sp._HMT_406	Phylotype	Unassigned	0		AY005032				Oral Clone AK168	48736	0	0	0							
407	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Aeriscardovia	bacterium_HMT_407	Phylotype	Unassigned	0		AY278612				Oral Clone C5AKM003	31953	0	0	0							
408	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	sp._HMT_408	Phylotype	Unassigned	0		AY278636				Oral Clone C4AKM094	712104	0	2	0							
411	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	parasanguinis	Named	Oral	0		AY278629 | AY278634 | AY278635 | EF399017				Oral Clone C2MKM006 | Oral Clone C4MKM110 | Oral Clone C5AKM109 | Streptococcus parasanguinis | Streptococcus parasanguis	2058464	0	0	0	SEQF1702						
412	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	sp._HMT_412	Unnamed	Oral	0		AY278613				Oral Clone C2MKM106	712218	0	133	4096	SEQF1909						
414	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	sp._HMT_414	Unnamed	Oral	0		AY278610				Oral Clone C3ALM064	712122	0	7	0	SEQF2745						
416	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Fannyhessea	sp._HMT_416	Unnamed	Unassigned	0		AY278623				Oral Clone C3MLM018	712157	0	101	0	SEQF3706						
417	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp._HMT_417	Unnamed	Oral	0		AY278621				Oral Clone C3MKM102	712365	0	8	0	SEQF3178						
418	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	parafarraginis	Named	Unassigned	0		AY278619				Oral Strain KCL-C4M_55 | Oral Strain KCL-W6353	390842	6	559	6334	SEQF1862						
419	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Stomatobaculum	longum	Named	Oral	0	DSM 24645	AY278618 | HM120209				Moryella sp. HOT-419 | Oral Clone C4ALM087	796942	1	30	4111	SEQF2481	Taxa in this cluster had been provisionally been placed in the genus Moryella because of their proximity to Moryella indoligenes.  However Epstein  has named HOT-419 Stomatobaculum longum and so this oral clade we will now place in the genus Stomatobaculum.					
420	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	nucleatum	Named	Oral	0		AY278616 | AY278617 | X55404				Oral Clone C4AKM033 | Oral Clone C4AKM080	76859	2	2289	20854	SEQF1883 | SEQF2065 | SEQF2530 | SEQF2531 | SEQF2539 | SEQF2815 | SEQF2816 | SEQF2817 | SEQF2959 | SEQF2973	<STRONG>Note:</STRONG> The taxonomy and phylogeny of the <EM>Fusobacterium nucleatum </EM>subspecies and related <EM>Fusobacterium periodontium</EM> and <EM>Fusobacterium naviforme</EM> is not well defined. The 16S rRNA sequence information is probably not reliable for putting strains into valid <EM>Fusobacterium nucleatum </EM>subspecies.					
422	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Cloacibacterium	normanense	Phylotype	Unassigned	0		AY278614				Oral Clone C4MKM119	712188	0	14	0							
423	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	sp._HMT_423	Lost	Oral	0		AY278630				Oral Clone C2MKM128	712632	0	1	0							
424	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	kisonensis	Named	Unassigned	0		AY278620				Oral Strain KCL-C4M_47 | Oral Strain KCL-W6466	481722	1	469	6627	SEQF1861						
431	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	infantis	Named	Oral	0		AY278633				Oral Clone C4AKM023	712633	0	140	0	SEQF2786						
435	Bacteria	Firmicutes	Clostridia	Eubacteriales	Syntrophomonadaceae_[VIII]	Syntrophomonadaceae_[VIII][G-1]	bacterium_HMT_435	Phylotype	Unassigned	0		AY341821				Oral Clone P4PB_66	68298	0	0	0							
436	Bacteria	Bacteroidetes	Bacteroidetes_[C-1]	Bacteroidetes_[O-1]	Bacteroidetes_[F-1]	Bacteroidetes_[G-3]	bacterium_HMT_436	Phylotype	Unassigned	0		AY341819				Oral Clone P4PB_06	200643	0	0	0							
439	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineae_[G-1]	bacterium_HMT_439	Unnamed	Oral	0		AY331414				Oral Clone P2PB_23	292625	0	0	0	SEQF2641 | SEQF2921						
442	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp._HMT_442	Phylotype	Oral	0		AY341820				Oral Clone P4PA_145	712537	0	6	0							
443	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	sp._HMT_443	Phylotype	Oral	0		AY331415				Oral Clone P4PB_24	712468	0	1	0							
448	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	sp._HMT_448	Unnamed	Oral	0		AY349365				Oral Clone IP073	712124	0	203	5029	SEQF1701						
451	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Catonella	sp._HMT_451	Phylotype	Oral	0		AY349369				Oral Clone FL037	712234	0	4	0							
455	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Butyrivibrio	sp._HMT_455	Phylotype	Oral	0		AY349374				Oral Clone GI038	830	0	0	0							
457	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Oribacterium	sinus	Named	Oral	0		AF481222 | AY349377				Oral Clone JN088	237576	2	395	5261	SEQF1607						
458	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	sp._HMT_458	Unnamed	Oral	0		AY349380				Oral Clone JM053	712148	0	214	4144	SEQF2445						
459	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	sp._HMT_459	Phylotype	Oral	0		AY349381				Oral Clone ID059	712320	0	1	0							
461	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	ultunensis	Named	Unassigned	0	CCUG 48460	AY349383				Oral Clone HT070	227945	0	102	0	SEQF2852						
463	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	sp._HMT_463	Phylotype	Oral	0		AY349385				Oral Clone GT020	712367	0	9	0							
465	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	zoogleoformans	Named	Unassigned	0		L16488				Bacterium zoogleiformans | Capsularis zoogleiformans	28119	2	5	1	SEQF3051						
466	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	tannerae	Named	Oral	0		AJ005634				Oral Strain TFI-F0032 | Prevotella tanneriae	76122	1	124	5591	SEQF1597						
467	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptostreptococcaceae_[G-1]	[Eubacterium]_sulci	Named	Oral	0		AJ006963				Fusobacterium sulci	186804	0	0	0	SEQF2744						
468	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	subtilis	Named	Unassigned	0		AB018486				Bacillus globigii | Bacillus natto | Bacillus uniflagellatus | Vibrio subtilis	1423	29183	22367	255090	SEQF1173 | SEQF2039 | SEQF2289 | SEQF2290 | SEQF2291 | SEQF2293 | SEQF2324						
469	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	melaninogenica	Named	Oral	0		AY349395				Bacterium melaninogenicum | Bacteroides melaninogenicus | Fusiformis nigrescens | Hemophilus melaninogenicus | Ristella melaninogenica	28132	546	458	11522	SEQF1142 | SEQF1800 | SEQF2734 | SEQF3687 | SEQF3688 | SEQF3689 | SEQF3690 | SEQF3691 | SEQF3693 | SEQF3694 | SEQF3695						
472	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	sp._HMT_472	Unnamed	Oral	0		AY349398				Oral Clone GI032 | Oral Strain TFI-F0046	655809	0	287	5865	SEQF1617						
473	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	sp._HMT_473	Unnamed	Oral	0		AY349399 | AY349402				Oral Clone HF050 | Oral Clone IK062 | Oral Strain TFI-F0040	1283313	0	0	0	SEQF1899						
475	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	sp._HMT_475	Unnamed	Oral	0		AY349401				Oral Clone IK053	712471	0	1	0	SEQF3683						
476	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	subflava	Named	Oral	0		AJ239291				Micrococcus subflavus	28449	73	224	5040	SEQF1165						
477	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	stutzeri	Named	Unassigned	0		AF063219				Achromobacter sewerinii | Achromobacter stutzeri | Bacillus denitrificans | Bacillus nitrogenes | Bacillus stutzeri | Bacterium stutzeri | Pseudomonas perfectimarina | Pseudomonas perfectomarina | Pseudomonas perfectomarinus | Pseudomonas stanieri	316	828	4069	139747	SEQF1303 | SEQF2170 | SEQF2171 | SEQF2333 | SEQF2382 | SEQF2513 | SEQF2521						
478	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp._HMT_478	Unnamed	Oral	0		AY349404				Oral Clone GI064	712538	0	6	0	SEQF2752						
479	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp._HMT_479	Lost	Oral	0		AY349405				Oral Clone GT010	712539	0	36	0							
481	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sp._HMT_481	Lost	Oral	0		AY349407				Oral Clone IK004	712540	0	14	0							
483	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Veillonellaceae_[G-1]	bacterium_HMT_483	Phylotype	Oral	0		AY349410				Oral Clone JS031	31977	0	0	0							
484	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	tonsillarum	Named	Unassigned	0		AB034201				Erysipelothrix rhusiopathiae	38402	19	27	1678	SEQF2490						
485	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium	tumefaciens	Named	Unassigned	0		M11223				Achromobacter radiobacter | Agrobacterium radiobacter | Alcaligenes radiobacter | Bacillus radiobacter | Bacterium radiobacter | Bacterium tumefaciens | Phytomonas tumefaciens | Polymonas tumefaciens | Pseudomonas radiobacter | Pseudomonas tumefaciens	358	5235	7363	104544	SEQF1087 | SEQF1167 | SEQF2035 | SEQF2321 | SEQF2322 | SEQF2482						
