,phylum,class,order,family,genus,species
325217,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,NA
2654248,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. INR15
2483404,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. NZP2077
2744521,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. L-2-11
2744520,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. 131-3-5
2744516,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. 113-3-3
2725666,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium terrae
381,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium loti
71433,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium amorphae
274591,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Hoeflea,NA
2614931,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Hoeflea,NA
1620421,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Hoeflea,Hoeflea sp. IMCC20628
1638161,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Aureimonas,Aureimonas sp. AU12
1842539,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Boseaceae,Bosea,Bosea sp. RAC05
1526658,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Boseaceae,Bosea,Bosea vaviloviae
120652,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Methylocella,NA
227605,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Methylocella,Methylocella tundrae
529,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella,Brucella anthropi
528,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Ochrobactrum,NA
239106,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Ochrobactrum,NA
2726427,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Ochrobactrum,Ochrobactrum sp. MT180101
478070,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Labrenzia,NA
2648686,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Labrenzia,NA
2587854,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Labrenzia,Labrenzia sp. THAF35
1898042,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Pseudovibrio,Pseudovibrio brasiliensis
2823807,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium barranii
2036754,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Chelatococcaceae,NA,NA
28209,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Chelatococcaceae,Chelatococcus,NA
2638111,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Chelatococcaceae,Chelatococcus,NA
1702325,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Chelatococcaceae,Chelatococcus,Chelatococcus sp. CO-6
444444,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Chelatococcaceae,Chelatococcus,Chelatococcus daeguensis
2624500,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylosinus,NA
2699395,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylosinus,Methylosinus sp. C49
133,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylocystis,NA
173366,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylocystis,Methylocystis rosea
134,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylocystis,Methylocystis parvus
652764,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,Azospirillum sp. TSH100
1064539,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,Azospirillum baldaniorum
257708,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,Roseomonas gilardii
2804525,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Lichenicola,NA
1484109,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Lichenicola,Lichenicola cladoniae
1649499,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Swingsia,NA
2637697,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Swingsia,NA
2558361,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Formicincola,Formicincola oecophyllae
522,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,NA
62140,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,Acidiphilium multivorum
153497,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Kozakia,NA
153496,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Kozakia,Kozakia baliensis
1804663,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Novispirillaceae,Haematospirillum,NA
1549855,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Novispirillaceae,Haematospirillum,Haematospirillum jordaniae
2844866,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae,NA,NA
168934,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae,Thalassospira,NA
2048283,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae,Thalassospira,Thalassospira marina
2812658,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,Paracoccus methylovorus
2760307,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,Paracoccus sp. MC1862
2500532,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,Paracoccus sp. Arc7-R13
34003,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,Paracoccus aminophilus
2065379,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,Paracoccus jeotgali
82367,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,Paracoccus pantotrophus
135740,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,Paracoccus kondratievae
1545044,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,Paracoccus sanguinis
1653176,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Cereibacter,NA
1063,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Cereibacter,Cereibacter sphaeroides
2846749,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Pacificitalea,NA
1411902,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Pacificitalea,Pacificitalea manganoxidans
35806,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Rhodovulum,Rhodovulum sulfidophilum
2029873,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Monaibacterium,NA
2637785,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Monaibacterium,NA
2758038,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Pontibrevibacter,Pontibrevibacter nitratireducens
285107,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Thioclava,NA
1915078,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Thioclava,Thioclava nitratireducens
1443919,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Tabrizicola,NA
2494374,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Tabrizicola,Tabrizicola piscis
1844006,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Phaeobacter,Phaeobacter porticola
1250539,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Salipiger,Salipiger abyssi
215743,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseovarius,Roseovarius mucosus
196795,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,NA
1968541,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter sp. D7
367771,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Marinovum,NA
42444,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Marinovum,Marinovum algicola
92945,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ketogulonicigenium,Ketogulonicigenium vulgare
2587853,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ruegeria,Ruegeria sp. THAF33
309512,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Dinoroseobacter,NA
215813,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Dinoroseobacter,Dinoroseobacter shibae
53945,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Octadecabacter,NA
196158,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Octadecabacter,NA
2602067,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Octadecabacter,Octadecabacter sp. SW4
2433,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseobacter,NA
42443,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseobacter,Roseobacter litoralis
436357,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Thalassococcus,NA
2633072,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Thalassococcus,NA
2017482,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Thalassococcus,Thalassococcus sp. S3
299261,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Tateyamaria,NA
299262,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Tateyamaria,Tateyamaria omphalii
315422,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Palleronia,NA
2614920,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Palleronia,NA
2587842,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Palleronia,Palleronia sp. THAF1
2010972,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter rhizosphaerae
2648921,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,NA
69665,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter sp. FWC26
2219696,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. FARSPH
1628059,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. JE1
160791,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhabdus,Rhizorhabdus wittichii
397260,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sanxanigenens
1016987,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium sp. THN1
2571749,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium sp. EMRT-2
1315974,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium sp. TKS
2800788,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,NA,NA
1041,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,NA
2182384,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter aureus
2676755,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceibacterium,NA
1267766,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceibacterium,Croceibacterium atlanticum
1463165,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella quasipneumoniae
2742677,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter sp. RHBSTW-01013
1330547,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,NA
208223,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Kosakonia cowanii
1649845,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,NA
632,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pestis
592316,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea sp. At-9b
32199,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera,NA
9,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera,Buchnera aphidicola
1619313,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Duffyella,Duffyella gerundensis
55211,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia persicina
1903414,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,NA,NA
583,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,NA
584,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Proteus mirabilis
300,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas mendocina
294,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens
76759,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas monteilii
251695,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
317,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae
1736226,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. Leaf58
351,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA,NA
352,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter,NA
353,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter,Azotobacter chroococcum
475,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,NA
34062,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,Moraxella osloensis
476,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,Moraxella bovis
657,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,NA
2628852,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,NA
2829502,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium sp. GJ3
196818,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,NA
2590015,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sp. SNU WT4
267888,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,NA,NA
53246,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA
194690,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA
1514074,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. NC201
283699,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. Bsw20308
1190813,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas shioyasakiensis
135624,Pseudomonadota,Gammaproteobacteria,Aeromonadales,NA,NA,NA
84642,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,NA,NA
642,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,NA
648,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas caviae
651,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas media
135618,Pseudomonadota,Gammaproteobacteria,Methylococcales,NA,NA,NA
403,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,NA,NA
416,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,NA
702114,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,Methylomonas koyamae
413,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylococcus,NA
2618889,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylococcus,NA
2812648,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylococcus,Methylococcus sp. EFPC2
135616,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,NA,NA
1237,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Piscirickettsia,NA
1238,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis
135617,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,NA,NA
1030,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,NA
111769,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix unzii
85072,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Allochromatium,NA
1049,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Allochromatium,Allochromatium vinosum
199,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter concisus
392332,Thermodesulfobacteriota,Desulfuromonadia,Desulfuromonadales,Geoalkalibacteraceae,Geoalkalibacter,NA
483547,Thermodesulfobacteriota,Desulfuromonadia,Desulfuromonadales,Geoalkalibacteraceae,Geoalkalibacter,Geoalkalibacter subterraneus
213115,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,NA,NA,NA
194924,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,NA,NA
2773294,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfolutivibrio,NA
2773299,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfolutivibrio,Desulfolutivibrio sulfoxidireducens
2646097,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
2755405,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. CACC 737
2005473,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
2518495,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,NA
2518971,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,Duncaniella dubosii
1385664,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter sp. DG25B
323449,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Pontibacter,NA
323450,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Pontibacter,Pontibacter actiniarum
89373,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,NA,NA
861914,Bacteroidota,Cytophagia,Cytophagales,Spirosomataceae,Fibrella,NA
651143,Bacteroidota,Cytophagia,Cytophagales,Spirosomataceae,Fibrella,Fibrella aestuarina
157687,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia wadei
157688,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia hofstadii
109328,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia trevisanii
2633022,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,NA
712362,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia sp. oral taxon 221
554406,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia hongkongensis
848,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,NA
851,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum
2691356,Planctomycetota,Planctomycetia,Isosphaerales,NA,NA,NA
1763524,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,NA,NA
2680020,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,Tautonia,NA
2527974,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,Tautonia,Tautonia plasticadhaerens
1763521,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,Paludisphaera,NA
1387353,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,Paludisphaera,Paludisphaera borealis
2162,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium formicicum
145260,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,NA
145262,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,Methanothermobacter thermautotrophicus
183939,Euryarchaeota,Methanococci,NA,NA,NA,NA
2182,Euryarchaeota,Methanococci,Methanococcales,NA,NA,NA
